origin_zone,destination_zone,trip_count,private,public,other,mixed,non_motorized,distance
59,135,484.55535,0.0,0.6725501018614282,0.0,0.0,0.3274498981385718,2.1900640259372772
65,35,206.0577,1.0,0.0,0.0,0.0,0.0,9.614028277325456
65,669,178.4841,0.0,1.0,0.0,0.0,0.0,19.04083247731157
65,679,237.2091,0.0,1.0,0.0,0.0,0.0,19.987523382291847
65,554,843.1674,0.0,1.0,0.0,0.0,0.0,14.18854546724724
55,324,23.73434,0.0,1.0,0.0,0.0,0.0,21.824746796798106
65,10,,,,,,,9.029602074710716
53,18,37.69504,0.5398113385739876,0.4601886614260125,0.0,0.0,0.0,9.160568740500326
53,452,111.03161,1.0,0.0,0.0,0.0,0.0,1.8945406185558817
452,53,22.71717,1.0,0.0,0.0,0.0,0.0,1.8945406185558817
63,65,582.1434999999999,0.47737645443090926,0.0,0.0,0.0,0.5226235455690909,0.5596267598273457
56,66,220.61347,0.0,0.40505536674619186,0.5949446332538081,0.0,0.0,1.0098695729265563
56,390,187.0642,0.0,0.0,1.0,0.0,0.0,3.8343256765741103
56,56,707.0033,0.0,0.0,0.0,0.0,1.0,0.0
64,25,,,,,,,7.889854713679913
64,604,,,,,,,11.184849270937676
53,429,32.023540000000004,1.0,0.0,0.0,0.0,0.0,11.373825027151351
53,65,33.53217,0.0,1.0,0.0,0.0,0.0,1.2308475524728337
53,14,269.28995,1.0,0.0,0.0,0.0,0.0,6.980548953807819
14,53,36.043009999999995,1.0,0.0,0.0,0.0,0.0,6.980548953807819
66,10,,,,,,,7.608560440506591
61,65,,,,,,,1.2982320068939261
66,618,118.9499,1.0,0.0,0.0,0.0,0.0,11.210823548840638
66,62,171.70116,0.0,0.0,0.0,0.0,1.0,1.1970195608599494
62,66,92.33211999999999,0.0,0.0,0.0,0.0,1.0,1.1970195608599494
183,53,355.8099,0.0,0.0,1.0,0.0,0.0,4.118533602101262
184,53,299.743,0.0,0.0,1.0,0.0,0.0,3.986796358507404
53,48,197.2976,1.0,0.0,0.0,0.0,0.0,9.017629854750018
63,404,,,,,,,3.064027744615552
55,55,89.95415000000001,0.0,0.0,0.0,0.0,1.0,0.0
53,618,,,,,,,13.050855687869714
53,760,,,,,,,8.982710732544735
61,64,262.59458,0.0,0.0,0.0,0.0,1.0,0.8643053764736781
55,57,21.25931,1.0,0.0,0.0,0.0,0.0,2.6057991403120653
55,185,21.25931,0.0,0.0,1.0,0.0,0.0,7.043921378828564
55,188,42.75005,0.0,0.0,0.0,0.0,1.0,7.81213571417831
64,18,382.9647,0.0,1.0,0.0,0.0,0.0,10.48512330525364
18,53,,,,,,,9.160568740500326
53,672,,,,,,,18.685579692711254
315,55,21.01817,0.0,1.0,0.0,0.0,0.0,19.791759278993762
60,35,,,,,,,9.171994313486104
60,55,,,,,,,2.258833671710597
55,312,25.55915,0.0,1.0,0.0,0.0,0.0,16.96345129381805
55,378,110.04368,0.0,0.38848255529077186,0.23179777339325622,0.0,0.379719671315972,0.7507634598808023
66,66,,,,,,,0.0
55,56,30.624,0.0,0.0,1.0,0.0,0.0,0.9564308481019518
61,314,709.0027,1.0,0.0,0.0,0.0,0.0,21.524710127904456
61,494,578.2601,0.0,1.0,0.0,0.0,0.0,11.639288679934797
53,404,647.20798,0.05409479036398778,0.9459052096360122,0.0,0.0,0.0,4.193243996000611
53,648,40.07943,1.0,0.0,0.0,0.0,0.0,5.442321785485531
60,410,556.4746,1.0,0.0,0.0,0.0,0.0,3.2452451106405547
60,66,1697.18182,0.0,0.0,0.0,0.0,1.0,0.8100282797831218
66,60,556.4746,0.0,0.0,0.0,0.0,1.0,0.8100282797831218
60,65,1123.13674,0.0,0.0,0.0,0.0,1.0,0.8149810259794156
53,398,48.74771,0.0,1.0,0.0,0.0,0.0,6.1902409956349675
53,407,109.3674,0.0,1.0,0.0,0.0,0.0,3.478476083785251
64,64,1099.4829,0.0,0.0,0.0,0.0,1.0,0.0
64,497,602.7015,1.0,0.0,0.0,0.0,0.0,14.902941481716725
56,133,221.3263,0.0,0.0,0.0,0.0,1.0,1.4358355408999592
53,185,66.87439,1.0,0.0,0.0,0.0,0.0,4.348289780291092
185,53,22.71717,1.0,0.0,0.0,0.0,0.0,4.348289780291092
53,719,25.39386,1.0,0.0,0.0,0.0,0.0,16.081710739907184
64,404,1011.5548,0.0,1.0,0.0,0.0,0.0,1.828164003125091
56,297,,,,,,,18.22500705644476
59,411,182.8924,0.0,1.0,0.0,0.0,0.0,3.5987891449322205
59,136,316.8673,0.0,1.0,0.0,0.0,0.0,2.7141808425521066
63,483,,,,,,,13.777573655868641
68,68,999.2745,0.0,0.0,0.0,0.0,1.0,0.0
55,416,171.50993,1.0,0.0,0.0,0.0,0.0,1.5856077384573468
416,498,44.95393,1.0,0.0,0.0,0.0,0.0,13.029887210336817
55,136,38.8022,0.0,0.0,0.0,0.0,1.0,1.422627325582395
136,55,59.82037,0.0,0.35135473083834157,0.0,0.0,0.6486452691616585,1.422627325582395
62,63,,,,,,,0.7753633793888335
63,594,,,,,,,10.911743654030609
55,125,122.86770000000001,0.0,0.0,1.0,0.0,0.0,4.6164431544560856
62,54,225.47841999999997,0.0,0.25202908553288605,0.0,0.0,0.7479709144671141,2.862515871122591
62,396,68.28376999999999,0.0,1.0,0.0,0.0,0.0,4.339152568768066
62,62,56.827119999999994,0.0,0.0,1.0,0.0,0.0,0.0
501,62,82.98335,1.0,0.0,0.0,0.0,0.0,11.354283881374963
55,90,74.67934000000001,0.0,1.0,0.0,0.0,0.0,10.477977304904464
61,518,,,,,,,5.161319779771456
53,620,612.1974,1.0,0.0,0.0,0.0,0.0,8.220228971645856
53,453,39.32221,0.0,1.0,0.0,0.0,0.0,2.112832797790836
453,53,112.24823,0.0,1.0,0.0,0.0,0.0,2.112832797790836
53,206,32.023540000000004,1.0,0.0,0.0,0.0,0.0,11.098095255690557
53,15,33.53217,0.0,1.0,0.0,0.0,0.0,7.382794917059518
55,495,37.610440000000004,1.0,0.0,0.0,0.0,0.0,9.06845475640406
61,31,526.7868,0.0,1.0,0.0,0.0,0.0,8.974174524492351
61,34,540.5425,0.0,1.0,0.0,0.0,0.0,10.478185232227172
59,464,,,,,,,3.986966778739259
53,639,2276.3397000000004,1.0,0.0,0.0,0.0,0.0,6.570616963594812
62,90,84.66351,0.0,1.0,0.0,0.0,0.0,12.454590601963277
53,252,22.71717,0.0,1.0,0.0,0.0,0.0,8.829482488255973
53,179,44.15722,0.0,0.0,1.0,0.0,0.0,5.0081113470674685
501,63,153.825,0.0,1.0,0.0,0.0,0.0,11.478992969967285
63,68,171.652,1.0,0.0,0.0,0.0,0.0,3.71455793291119
64,405,601.8062,0.0,1.0,0.0,0.0,0.0,2.6966867838121775
55,567,21.01817,0.0,1.0,0.0,0.0,0.0,4.738255547593593
53,513,57.217969999999994,1.0,0.0,0.0,0.0,0.0,12.768660678035703
55,135,71.61117,0.0,0.0,0.6417618927326562,0.0,0.35823810726734395,1.289703817533982
55,123,55.22254,0.0,1.0,0.0,0.0,0.0,2.657683656457829
55,353,23.95917,0.0,0.0,0.0,0.0,1.0,3.0951024118386217
65,4,,,,,,,8.292887239304113
66,363,994.0328,1.0,0.0,0.0,0.0,0.0,9.837768189934064
66,417,994.0328,1.0,0.0,0.0,0.0,0.0,2.8822331817899407
66,392,994.0328,0.0,1.0,0.0,0.0,0.0,5.384113749037761
66,288,994.0328,0.0,1.0,0.0,0.0,0.0,14.1287266220013
429,417,537.6096,1.0,0.0,0.0,0.0,0.0,12.746960158228017
55,133,49.944520000000004,0.0,0.0,1.0,0.0,0.0,0.6624425855019098
55,131,21.01817,0.0,1.0,0.0,0.0,0.0,3.6842856295732096
53,287,16.10834,1.0,0.0,0.0,0.0,0.0,15.181929283945664
76,618,406.1771,0.0,1.0,0.0,0.0,0.0,3.968741833254725
76,71,406.177,0.0,0.0,1.0,0.0,0.0,1.0136605750772725
81,2,,,,,,,6.486974943835744
74,4,129.0711,0.0,1.0,0.0,0.0,0.0,4.869102430864663
78,4,243.6876,0.0,1.0,0.0,0.0,0.0,7.727543382949455
78,76,181.6504,0.0,1.0,0.0,0.0,0.0,3.089588298671971
71,446,,,,,,,9.93545352291204
73,79,251.4448,0.0,0.0,0.0,0.0,1.0,1.8072823907494586
73,529,327.3817,0.0,1.0,0.0,0.0,0.0,1.9756922592236792
71,76,333.8588,0.0,0.0,0.0,0.0,1.0,1.0136605750772725
71,66,327.7359,0.0,1.0,0.0,0.0,0.0,6.794938904938594
73,73,2133.5244000000002,0.0,0.07012950027663147,0.0,0.0,0.9298704997233685,0.0
79,81,1438.24289,0.0,0.10492448879757717,0.0,0.0,0.8950755112024229,0.5346205219675917
72,516,47.04955,0.0,1.0,0.0,0.0,0.0,10.603771649577938
78,20,205.4766,0.0,0.0,0.0,1.0,0.0,10.173949744964105
78,125,182.6979,1.0,0.0,0.0,0.0,0.0,7.269068235957006
78,563,209.3154,1.0,0.0,0.0,0.0,0.0,4.762055033406279
82,334,,,,,,,21.95765159896974
71,122,,,,,,,3.36562241529418
81,79,55.39188000000001,0.0,0.0,0.0,0.0,1.0,0.5346205219675917
75,70,251.5966,0.0,0.0,0.0,0.0,1.0,1.4341807793350123
82,300,207.9885,0.0,1.0,0.0,0.0,0.0,16.530986668203052
82,533,162.7295,0.0,1.0,0.0,0.0,0.0,2.8546538106483443
82,81,478.7318,0.0,0.0,0.0,0.0,1.0,0.5734873156874467
72,511,188.3929,0.0,1.0,0.0,0.0,0.0,11.180134170681399
77,15,158.1193,0.0,1.0,0.0,0.0,0.0,9.844288067880177
78,78,2462.3750000000005,0.0,0.0,0.0,0.0,1.0,0.0
76,569,,,,,,,3.7035842082722525
82,82,1827.6371000000004,0.0,0.0,0.0,0.0,1.0,0.0
77,733,296.0706,0.0,1.0,0.0,0.0,0.0,
76,17,188.6463,0.0,1.0,0.0,0.0,0.0,6.4266293799605725
76,585,414.2425,0.0,1.0,0.0,0.0,0.0,7.8711041833025135
76,560,1235.4389,0.0,0.0,0.0,0.0,1.0,0.9954901070814687
78,80,103.9917,1.0,0.0,0.0,0.0,0.0,2.695119118422125
592,78,174.4586,0.0,1.0,0.0,0.0,0.0,10.076335302416538
71,22,,,,,,,7.544347938771459
71,69,100.9021,1.0,0.0,0.0,0.0,0.0,1.1638237513933838
72,529,995.58538,0.0,0.9662296366786745,0.0,0.0,0.03377036332132559,1.0380982587546144
77,328,,,,,,,27.77283178146544
81,81,437.8132,0.0,0.0,0.0,0.0,1.0,0.0
73,760,95.89907,0.0,1.0,0.0,0.0,0.0,18.519325292158584
73,15,95.89907,0.0,1.0,0.0,0.0,0.0,6.667409769727736
69,0,158.5943,0.0,1.0,0.0,0.0,0.0,
69,49,163.9117,0.0,1.0,0.0,0.0,0.0,7.691813884969631
69,38,163.9117,0.0,1.0,0.0,0.0,0.0,10.631116422441227
81,508,,,,,,,13.32056918647959
73,497,170.0366,0.0,1.0,0.0,0.0,0.0,11.619777632590662
79,333,,,,,,,23.48672532665128
71,71,749.7143000000001,0.0,0.0,0.0,0.0,1.0,0.0
71,0,337.1959,0.0,0.0,0.0,0.0,1.0,
77,523,178.8097,0.0,1.0,0.0,0.0,0.0,1.4583097111191632
76,56,,,,,,,6.780394361708603
69,29,135.9881,0.0,1.0,0.0,0.0,0.0,9.143096743896228
78,15,81.09203000000001,0.0,1.0,0.0,0.0,0.0,8.9596878713301
74,225,,,,,,,15.934189922998021
78,292,175.6531,0.0,1.0,0.0,0.0,0.0,17.239892151376733
82,560,698.4053,0.4917561478986486,0.5082438521013515,0.0,0.0,0.0,2.5738103373598076
82,73,747.7927,0.6195191528347362,0.0,0.38048084716526387,0.0,0.0,1.1033032226577366
80,36,102.2687,0.0,1.0,0.0,0.0,0.0,9.774121509156522
72,533,37.42503,0.0,1.0,0.0,0.0,0.0,1.6897862276815323
81,82,316.2158,0.0,0.0,0.0,0.0,1.0,0.5734873156874467
70,6,269.5572,0.0,1.0,0.0,0.0,0.0,5.198459394661555
75,291,310.6058,0.0,1.0,0.0,0.0,0.0,13.966516460561564
72,367,40.47417,0.0,1.0,0.0,0.0,0.0,16.5600480730945
73,72,,,,,,,1.1248677788354404
79,589,,,,,,,10.45118037407792
79,525,,,,,,,3.363927132790065
80,268,309.7399,0.0,1.0,0.0,0.0,0.0,16.86097608625603
80,607,320.896,0.0,1.0,0.0,0.0,0.0,2.9380086445984035
80,563,320.896,0.0,1.0,0.0,0.0,0.0,2.4247806428381753
80,603,709.2668,0.0,1.0,0.0,0.0,0.0,3.368469826403611
80,80,324.7678,0.0,0.0,0.0,0.0,1.0,0.0
82,574,,,,,,,3.854310424723779
76,564,362.8123,0.0,1.0,0.0,0.0,0.0,2.7048753397034395
78,72,341.5758,0.0,0.0,1.0,0.0,0.0,1.2984560352164811
69,69,,,,,,,0.0
77,500,158.1193,0.0,1.0,0.0,0.0,0.0,14.098261536382958
79,41,,,,,,,10.70573986979767
79,287,162.9168,1.0,0.0,0.0,0.0,0.0,14.297985866119205
73,349,,,,,,,1.617922274775656
71,1,291.7245,0.0,1.0,0.0,0.0,0.0,4.8759303164639745
78,564,154.1938,0.0,1.0,0.0,0.0,0.0,5.777442473972048
77,302,249.1209,0.0,1.0,0.0,0.0,0.0,23.942489254310523
77,571,436.7683,0.0,1.0,0.0,0.0,0.0,6.476739100837646
77,78,,,,,,,1.0993216476043404
73,495,216.3699,0.0,1.0,0.0,0.0,0.0,9.801151983531359
81,679,,,,,,,17.29604990782565
77,19,332.9847,0.0,1.0,0.0,0.0,0.0,10.977998710569453
77,531,342.5961,1.0,0.0,0.0,0.0,0.0,2.2171492349821618
71,41,,,,,,,8.195573084765805
72,75,137.60904,0.0,0.0,0.0,0.0,1.0,1.6545375722292894
75,4,68.16776,0.0,1.0,0.0,0.0,0.0,5.349049902908262
72,413,116.6976,0.0,0.0,1.0,0.0,0.0,5.634254058983581
72,6,60.61082,1.0,0.0,0.0,0.0,0.0,6.7927029846136895
72,72,1168.1301,0.8232466572002554,0.0,0.0,0.0,0.17675334279974464,0.0
75,0,168.3615,0.0,0.0,0.0,0.0,1.0,
0,75,168.3615,0.0,0.0,0.0,0.0,1.0,
75,75,389.0985,0.0,0.0,0.0,0.0,1.0,0.0
76,77,,,,,,,4.10249794787256
78,358,135.9154,0.0,1.0,0.0,0.0,0.0,4.838228272958538
79,126,190.8884,0.0,1.0,0.0,0.0,0.0,7.163179472922191
73,357,386.04600000000005,0.0,1.0,0.0,0.0,0.0,2.9866868947561356
73,530,194.8094,0.0,1.0,0.0,0.0,0.0,1.3432860685033061
82,4,191.2455,0.0,1.0,0.0,0.0,0.0,6.221170234480942
79,496,,,,,,,14.475959161515151
76,446,312.2024,0.0,1.0,0.0,0.0,0.0,10.10394943041851
69,560,147.1805,0.0,0.0,1.0,0.0,0.0,2.2562119674753647
78,71,102.6429,0.0,0.0,0.0,0.0,1.0,3.3121597397071127
81,19,,,,,,,8.894654736432708
77,533,436.7683,0.0,1.0,0.0,0.0,0.0,2.6434292919137987
77,5,386.229,0.0,1.0,0.0,0.0,0.0,9.189115581614479
76,0,281.0926,0.0,0.0,0.0,0.0,1.0,
72,366,,,,,,,13.46740899171372
79,20,239.79520000000002,0.0,1.0,0.0,0.0,0.0,9.623892422807405
79,0,208.15433000000002,0.0,0.29621593747293173,0.0,0.0,0.7037840625270682,
77,12,326.1159,0.0,1.0,0.0,0.0,0.0,10.146830291137626
82,807,,,,,,,
82,34,,,,,,,9.424128349783313
78,291,139.1252,0.0,1.0,0.0,0.0,0.0,16.490191406562506
78,81,460.9943,0.0,0.43654357548455586,0.0,0.0,0.5634564245154441,1.1371657812037883
81,727,,,,,,,
71,4,534.9121,1.0,0.0,0.0,0.0,0.0,4.546263199200435
71,349,278.8896,0.0,1.0,0.0,0.0,0.0,0.7502673435248941
80,574,328.014,0.0,0.0,1.0,0.0,0.0,2.9368200757568665
80,76,384.9541,0.0,1.0,0.0,0.0,0.0,1.3106681816296757
71,439,171.1666,0.0,1.0,0.0,0.0,0.0,14.128031655341486
72,398,33.62128,0.0,1.0,0.0,0.0,0.0,7.0293316027288295
78,47,,,,,,,10.730805913629045
77,20,,,,,,,11.162885908724178
69,11,,,,,,,6.962319175454605
81,28,,,,,,,8.867960194756387
72,540,961.6592,1.0,0.0,0.0,0.0,0.0,
72,743,961.9641,1.0,0.0,0.0,0.0,0.0,
76,652,,,,,,,11.788295689668207
69,20,211.2633,0.0,1.0,0.0,0.0,0.0,8.23956978001257
69,498,237.6035,0.0,1.0,0.0,0.0,0.0,11.970992793361985
69,577,242.0424,0.0,1.0,0.0,0.0,0.0,3.1678931446701264
76,76,175.6531,0.0,1.0,0.0,0.0,0.0,0.0
77,75,,,,,,,3.5975780924153904
77,0,,,,,,,
79,165,61.65863,0.0,1.0,0.0,0.0,0.0,8.623898328242895
75,566,552.9855,0.0,1.0,0.0,0.0,0.0,3.578070547677328
82,618,170.0444,0.0,0.0,1.0,0.0,0.0,2.4511690712693026
72,362,40.534259999999996,1.0,0.0,0.0,0.0,0.0,14.883009059263987
72,523,60.61082,0.0,1.0,0.0,0.0,0.0,2.2566703219018267
72,71,47.04955,1.0,0.0,0.0,0.0,0.0,2.0297312873369524
79,47,146.1438,0.0,1.0,0.0,0.0,0.0,10.211635645540257
72,73,321.3776,0.0,0.0,0.0,0.0,1.0,1.1248677788354404
73,77,327.3817,0.0,0.0,1.0,0.0,0.0,3.2672665575255078
79,532,,,,,,,2.5527112330891764
79,352,,,,,,,3.379445595205097
75,565,282.9655,0.0,1.0,0.0,0.0,0.0,3.7259460602169043
82,594,133.8615,1.0,0.0,0.0,0.0,0.0,8.806571955895693
78,49,229.1422,0.0,1.0,0.0,0.0,0.0,9.7725918434762
77,82,385.6444,0.0,1.0,0.0,0.0,0.0,2.799441786715709
69,352,,,,,,,1.4863209467848224
77,236,189.809,0.0,1.0,0.0,0.0,0.0,16.740029223086246
81,776,,,,,,,20.702896762516502
